userId,movieId,rating
294,840,4
213,7647,2.5
273,8681,4
608,2170,4
247,2339,4
457,4895,3
647,1004,5
303,3804,3
577,3742,4
552,525,3
646,823,5
92,264,4
547,7487,3.5
439,522,3
434,869,5
522,7870,2.5
574,6124,3.5
500,38,2.5
294,1043,3.5
560,285,5
551,492,3
119,1103,5
263,2174,3.5
48,8465,2.5
547,6958,2
442,6684,4.5
496,225,4
408,130,3
292,335,2.5
16,4082,3
353,3320,3
580,3700,2
577,1584,4
423,7552,5
452,3881,4
41,691,4
27,2170,4
475,1030,3.5
380,5524,4
654,3034,4
162,123,5
187,4413,4
275,6279,5
261,428,3
487,155,4
48,8511,2.5
132,3200,4
654,3046,4
73,3711,3
118,2569,4
205,6257,3.5
145,10,5
608,2824,4
472,1912,4
597,1024,5
620,8057,1.5
137,1729,3
93,3230,5
547,8192,4.5
472,1323,4
564,125,2
165,5486,3.5
102,2203,4
452,3341,4
509,3184,3
124,2213,4
303,1525,3.5
607,1240,3.5
558,2542,4
580,3193,2.5
41,538,3
56,7533,5
527,2341,4.5
518,2157,5
187,858,3.5
660,6124,4.5
157,6124,2.5
417,4392,4.5
295,5153,4
150,3034,4
468,4052,2
262,5076,4
353,4351,2
19,907,3
145,332,5
475,3471,1
380,676,4
664,6643,4
534,1182,4
624,4757,3.5
415,283,5
44,120,4
605,3089,3
596,404,4
584,2637,2.5
390,849,3
529,483,3
164,4603,3.5
309,6043,4
303,971,3
305,486,4
516,226,4
95,1684,4
388,46,5
294,1531,3.5
97,3765,4
210,1061,2.5
134,3800,4.5
283,323,3.5
92,71,3
119,2697,3
247,1126,4
380,7606,3.5
511,21,5
342,2397,2
439,2459,3
313,4351,2.5
472,1993,5
580,2398,3
44,651,3
493,1864,4
149,267,4
220,2609,5
190,889,5
523,6693,3.5
466,2115,4
387,1812,3
242,676,3
515,3872,4.5
199,1591,4
505,731,3
93,4413,4
214,884,4
232,2582,4
137,2289,3
195,1005,4
472,363,2
52,1049,4
525,1254,5
244,5153,2.5
408,469,3
463,24,2
553,841,3
102,2477,4
130,1333,3.5
313,4846,3
130,495,3
550,2070,4
509,1148,4
660,6551,4.5
261,5238,5
81,4760,4
608,2141,5
369,390,4
213,2248,3
564,1037,4
243,1225,4
312,337,4
509,2077,2
146,145,3
472,3693,5
460,1337,3.5
468,6931,2.5
461,6364,3.5
149,7874,2
495,428,4
63,3034,4.5
428,448,1
26,407,3.5
213,4918,1.5
134,867,5
505,1909,3
514,333,4
309,4611,3
96,876,3
547,4227,0.5
209,990,3
105,2289,4
439,1575,1
111,3299,2.5
562,3229,4.5
125,6893,5
73,4000,3
57,445,5
318,1106,3
265,1738,5
239,1133,4
17,978,5
396,11,3
361,619,4
236,956,4
627,1143,3.5
292,955,5
452,1574,3
461,6137,3.5
380,708,2
48,4553,3.5
217,2491,4.5
461,3296,3.5
324,4144,3.5
596,6517,4.5
65,1812,4
213,2613,3
607,3220,3
232,482,5
15,8485,1
306,3234,5
75,2063,5
598,889,4
607,1188,4
232,2025,4
577,961,5
426,6935,3.5
409,181,4
22,322,3.5
195,997,2
268,226,3
247,1119,4
213,6049,2.5
534,454,4
403,1010,5
128,1701,3
652,159,4
427,3368,5
151,19,3
624,7513,3.5
15,4431,3
472,1510,3
86,110,3
468,342,3
461,803,3
412,3224,3
483,2339,5
390,942,3
125,11,4
358,643,4
15,6706,2.5
77,4735,3
564,986,5
528,2794,3
482,1716,3
580,907,2
343,536,3
607,2260,3.5
388,167,2
627,1132,3
442,2213,4.5
580,16,3.5
624,2647,4
207,1270,3.5
243,322,4
188,448,5
547,2121,5
28,1108,5
177,991,5
157,4228,4.5
564,1403,2
23,1018,3
654,2140,3.5
547,900,3
413,651,4
358,124,4
626,2644,3
522,329,2.5
15,8255,1
647,1302,5
30,2526,4
468,3218,2.5
497,844,2
520,3420,2
242,2054,4
461,1132,3
481,6048,5
488,3158,4
186,7389,5
402,7391,4
247,1655,3
475,8669,5
388,2781,4.5
569,763,4
544,7087,5
211,568,4
502,303,4
208,7595,4.5
554,473,5
208,7939,4.5
15,7777,5
393,1258,3.5
529,4956,3.5
324,5394,4
94,7219,4.5
169,6957,3.5
667,21,3
432,3375,5
165,3221,3.5
322,144,3
442,439,3.5
529,6798,4.5
333,5433,5
536,119,3
169,3218,4
306,171,2
268,3191,2.5
334,8698,4
460,1531,4.5
294,235,3.5
15,9036,1.5
296,3420,5
199,6087,4
197,2339,5
119,1864,4
332,4605,1.5
564,2023,3
661,4463,5
487,198,3
34,1262,4
204,55,2.5
388,4148,3
268,2894,3
67,840,3
405,1744,4
564,3017,5
628,1513,4
509,2336,4
313,5545,2.5
654,66,3.5
384,858,4
281,962,5
48,8564,4
384,4306,2.5
115,2554,4.5
463,1547,1
178,2899,3.5
55,536,3
503,323,4
48,7794,4
355,1723,4
304,967,3
387,894,4
433,35,3
188,332,3
379,2178,3.5
607,2988,3.5
439,1370,5
531,4122,2.5
587,2213,4
470,963,3
254,47,1
580,47,2.5
91,6893,5
291,1030,4.5
506,611,3
124,523,5
251,1200,4
606,568,3
313,1907,3
283,1310,3
384,1260,3.5
509,3885,5
233,599,3
184,345,3
73,6812,4
30,32,2
285,2702,3
397,7304,4
407,1058,5
78,4445,4.5
670,130,3
587,3200,5
235,3421,4.5
119,1831,5
78,3220,3.5
624,499,4
408,1014,4
102,2461,5
425,600,1
15,8617,2
654,4937,4
266,276,3
547,3097,5
547,3767,4.5
358,1455,4
587,204,0.5
265,1058,4
547,7297,2.5
265,1005,4
575,3692,3
607,3420,4.5
48,7549,4
247,1622,2
213,6832,4
101,233,4
73,3216,4
57,998,5
362,2213,4
457,364,2.5
267,49,4
213,6486,4
293,71,3.5
664,620,4
297,7478,2
313,2095,4
547,5015,3
480,7426,4
505,2994,3
97,7929,1
472,1523,4.5
258,2780,4
564,2014,1
624,3787,4
311,742,5
201,367,4
78,2038,5
177,264,5
119,2723,5
512,523,3
370,5535,3
329,616,4
159,954,4
373,1524,4
294,6253,4
23,6260,4
559,524,5
212,3815,3
344,148,2
382,6329,3.5
501,4236,4.5
479,526,5
30,2242,5
34,342,3
452,2267,3
4,1671,3
547,4325,3
623,6366,5
468,2609,3
475,3034,3.5
592,3461,5
564,1355,5
664,3199,4
31,285,4
73,19,1.5
564,2173,4
509,1188,4
157,8293,4
119,1337,3
185,322,4
596,429,4
26,1254,3.5
48,5124,3.5
23,5006,3.5
428,526,4.5
56,2542,4
247,12,3
547,967,2.5
433,6447,3.5
295,841,4.5
487,437,4
311,442,3
461,5530,4.5
624,7923,1.5
430,2083,4
547,2501,5
87,645,3
224,197,5
213,8031,2.5
354,103,5
235,676,4.5
48,4510,3.5
74,2038,4
231,267,5
544,2610,4
626,2162,3
429,1844,0.5
388,6374,3.5
195,2367,3
84,6368,3.5
468,2155,3
312,2685,3
149,882,2.5
110,184,5
596,4983,3
472,4513,4
73,882,5
266,305,3
431,285,5
102,2879,5
472,1014,4
214,977,4
232,1925,4
624,7110,3
592,130,4
23,2983,3.5
664,7819,3.5
328,4792,5
30,4047,5
282,22,3
78,1025,4.5
369,305,4
433,956,4.5
99,2644,2
105,989,5
148,1282,5
605,3193,2
73,6116,1
518,2362,3
457,3973,1.5
350,97,5
607,2249,4
502,1258,5
66,958,3
575,1032,4
294,2175,4
382,3250,3
581,5093,0.5
665,2000,2
355,5391,1
313,1221,4
84,322,3
472,833,5
330,315,3
408,2086,1
468,3005,2
294,1143,3.5
207,24,0.5
380,6560,4
310,787,1.5
120,4603,5
128,4272,2
518,83,3
452,753,4.5
147,2155,5
195,2406,2
213,8701,4
388,475,4
400,524,4
406,8361,5
380,7718,3.5
239,2531,3
503,2720,3.5
307,5972,4
320,3855,3.5
661,997,4.5
269,1155,3
564,528,4
26,4847,4.5
152,530,2
247,526,5
262,913,2
500,520,4
15,1061,5
564,935,5
49,1254,3
468,1485,3.5
271,965,4
270,8669,4.5
580,4723,4
481,7504,5
452,480,3
488,286,4.5
560,1344,4
509,130,3
367,140,2.5
287,7866,5
239,1343,4
268,33,4.5
219,4392,0.5
378,5974,4
235,308,3
396,522,2
208,1622,3.5
547,3289,4
624,1923,2
423,1036,3.5
306,844,4
195,144,4
623,5612,4
427,3216,3
501,5606,3
481,5351,5
524,4006,4
48,2165,3.5
667,322,4
171,536,5
294,6399,4
547,3250,3
480,1765,4.5
468,894,3.5
339,7722,4.5
431,720,4.5
164,3800,5
497,1049,2
646,827,4
150,1604,1.5
213,8550,2.5
619,130,5
475,6551,5
564,2296,4
416,324,2
606,7354,5
121,392,4
353,5124,2.5
430,2063,4
468,2294,4
20,964,4
665,1025,5
541,3183,3
292,5611,4
547,5836,4
73,1010,4.5
599,6003,5
48,7186,4
434,849,2
268,7739,2
243,2161,5
345,1637,3.5
502,627,4
242,343,4
101,2063,4.5
434,1422,4
564,1429,4
201,3034,4
91,6858,2
547,3337,3.5
39,197,4
213,1244,1
48,267,4.5
408,1447,5
49,2137,3
176,6486,4
328,2249,3
423,1258,4
196,2910,4
22,2148,2.5
102,1557,4
358,1332,4
534,2616,4
624,8392,3
384,832,3.5
564,25,5
213,1200,1
283,3124,4
457,2600,2
309,3870,5
439,1692,4
596,1764,3.5
418,3643,4
624,1894,2
452,2685,3
502,967,4
355,2507,3
333,6130,4.5
559,3,3
292,1121,4
452,1289,5
380,1295,4
452,4243,4
580,6389,2
311,3361,2
20,2533,0.5
564,544,4
72,6701,3.5
292,4605,4.5
165,1272,3
346,5936,4.5
624,1020,4
388,5022,3.5
165,1450,3
388,25,4
380,2823,2
426,6255,4.5
237,263,3.5
111,404,2.5
254,208,4
547,1011,5
240,5162,4
607,696,4.5
523,4605,4
149,7866,2
565,269,3
380,3804,4
285,2926,3
74,1361,5
629,239,3
596,3114,4.5
226,7023,2
75,1935,2.5
606,1963,2
30,888,5
110,33,3
78,1450,5
472,4052,4
514,905,3
215,1002,4
624,2538,2
647,536,5
218,1066,3.5
468,49,3
472,1220,5
270,7866,3.5
388,1254,3
505,1027,3
53,1111,3
457,191,4
219,2894,4
95,1642,4
427,1510,5
452,1312,3
97,5606,1.5
265,49,5
73,5871,4.5
118,2533,5
282,955,4
622,5381,4.5
74,2115,3
86,283,3
472,1316,4
665,2181,2
457,5486,2
334,2063,4
213,6734,2.5
73,5101,2.5
455,4392,4.5
468,2637,2
624,7316,3
73,962,5
240,130,4
547,1331,2.5
119,990,4
8,3811,3.5
650,41,1
624,5102,3
236,5693,4.5
244,6377,0.5
587,4006,4
353,4885,3
593,488,5
664,1375,3
406,986,4.5
516,31,4
339,841,4
443,2255,5
418,837,2
353,2861,2.5
157,6191,3
561,2500,2
547,5768,4.5
578,7886,2
649,103,3
358,2304,3
428,5473,3.5
590,303,4
157,7974,4
388,1457,1
300,1575,3
659,584,3
358,955,5
81,4408,4.5
607,4413,4
5,3216,4
465,293,3
52,1919,0.5
18,626,3
468,7693,5
89,1889,4
15,2800,4
30,1564,4
88,618,3.5
626,2408,4
324,6231,3.5
292,528,4
564,13,4
304,1485,4.5
620,8021,3.5
659,61,3
514,662,3
547,6155,2.5
351,771,5
456,526,3.5
605,1331,3
433,303,3
106,5612,3
73,6502,3.5
562,310,3
417,2689,4
561,1040,4
149,6732,3
431,3645,4
518,1604,3
528,1061,4
213,7451,2
140,8341,2.5
73,7656,3.5
101,1591,4.5
387,2988,4
311,5418,3
97,473,1.5
220,1289,4
328,283,3.5
555,172,5
583,6732,3
70,81,4
358,840,4
547,6366,3.5
109,46,5
379,526,4
306,2362,4
509,1018,5
90,1210,5
328,645,3.5
577,322,4
580,142,3
373,1965,3
547,1337,4.5
351,2374,4
32,138,3
73,5587,3.5
442,1520,4.5
218,970,4
358,870,4
472,3290,4
19,363,3
312,2726,5
119,407,3
97,958,2
461,1560,4.5
398,1030,4
647,1591,2
150,3815,3.5
116,233,5
449,525,5
452,3265,3
442,1145,3.5
575,1289,3
518,1606,2
168,225,3
213,6089,4
213,5018,5
61,97,4
471,7240,4.5
620,5976,4
247,619,3
358,766,4
105,3539,3
346,2053,1
311,1259,4
534,585,2
295,407,4.5
605,1756,4
384,3002,4
654,5153,4
472,1115,3
128,484,5
278,1002,5
564,1698,5
468,7595,3.5
664,3472,3.5
547,4006,4
358,1883,1
292,1865,2.5
212,6633,3.5
380,7761,3.5
220,2606,3
500,2064,4.5
373,871,4
626,1740,3
262,5117,3
420,871,5
505,2652,4
15,3229,3
452,1355,3
412,1591,4
247,415,2
215,741,4
597,733,4
77,1390,2.5
95,3220,3
663,322,4
219,448,4
285,1682,2
154,576,4
73,8443,4
547,5658,4
311,3233,3.5
409,245,5
199,428,3.5
28,1420,1
535,428,4
299,2843,4
30,462,5
547,8283,4.5
15,7689,1
34,359,3
134,4577,5
213,4593,3.5
575,3757,3
232,1026,5
580,171,1.5
580,1058,3
523,1046,5
460,1058,4
306,268,4
547,5283,4
380,7021,4
564,1589,2
503,8153,4
342,3917,4
268,746,4.5
534,1296,3
468,62,0.5
243,1084,4.5
282,3276,4
388,2659,4
456,2971,3.5
460,1039,4.5
311,1655,3.5
155,730,4
580,3870,4.5
607,3948,3
460,3368,5
480,7263,4.5
457,1637,5
376,3499,5
232,2611,4
475,2958,4
428,1368,5
22,2532,2.5
214,1514,4
48,259,3.5
468,721,3.5
575,1242,4
201,645,4
520,143,3
291,2643,4
620,7191,4
367,3472,4
380,4316,2.5
178,1043,4.5
509,1703,3
452,2006,3
596,1889,3
17,4576,2
615,8401,3.5
579,1341,0.5
150,3311,3
388,374,3
140,8152,3.5
345,1007,4.5
380,3462,3
539,285,4
384,1144,3
74,1847,4
468,1333,1.5
547,5701,4.5
388,5982,3.5
547,3993,3
564,2176,3
247,1799,4
607,1481,3
380,174,2
384,3700,2.5
574,6470,3.5
99,2,2
344,902,4
558,3075,4
529,1109,3
73,1777,3.5
18,9,3
90,1109,4
56,8584,4
596,1280,2.5
93,1020,4
32,19,3
454,1591,3
564,3100,2
264,950,3
187,310,3
179,6461,3.5
416,484,4
624,2095,2
83,1391,4.5
564,954,5
214,2196,4
463,4322,4
371,6720,4.5
646,333,4
355,6143,3.5
81,3783,4
499,1009,4
125,1365,3
232,2816,5
104,5904,3.5
142,1126,4
525,2952,4
242,1631,5
259,967,2
339,8143,2
78,2375,5
458,521,3
577,4593,5
234,6516,3.5
599,7217,4
22,226,4.5
283,5580,2
574,1723,3
292,3103,4.5
420,725,5
388,2070,5
23,5628,3
93,3804,3
294,3133,3
386,2630,2
275,7871,3
431,3214,5
111,333,4.5
94,1934,4
475,3372,1.5
587,2236,3.5
553,5479,4
465,2807,3.5
428,2166,4
15,289,2.5
472,2828,4.5
245,894,3
353,3269,3.5
472,2637,3
311,867,0.5
306,808,3
214,1394,3
427,4608,5
456,2063,5
388,2675,5
564,1966,3
547,7206,3.5
306,1334,4
405,1676,4
475,7733,2.5
509,894,4.5
125,1563,4
102,789,4
442,473,4.5
358,2821,2
346,4136,1
171,2289,5
105,347,4
646,1642,5
30,2304,4
240,32,4.5
582,1616,1
73,1574,4
51,2553,4
596,5412,4
480,7226,3.5
242,25,4
441,3870,5
624,2250,2
219,6488,5
514,483,4
262,991,5
346,2101,4
358,1201,4
396,428,5
271,1487,3.5
521,1118,4
514,263,3
580,1517,4.5
665,2264,1
102,1040,4
612,7342,3.5
232,1511,5
254,529,5
119,2753,4
653,658,3
547,3443,3.5
182,263,4
355,164,2.5
15,2593,1
212,6253,3.5
534,3,2
346,3602,5
262,5975,3.5
564,1715,2
133,7552,1
434,442,3
353,450,0.5
596,3783,3.5
253,1195,2
547,1488,4
477,2310,0.5
212,6472,2.5
232,1041,4
125,734,5
534,1310,4
575,1524,4
380,1254,3
505,5677,3
148,3114,4.5
46,7818,5
468,5652,3.5
544,7636,5
406,3433,4.5
324,4322,3.5
30,382,3
424,1306,4
423,3787,4
470,784,3
281,1031,4.5
311,412,3
468,6653,3.5
26,6687,4.5
607,6277,4
149,6517,3.5
21,995,5
480,627,2.5
48,8522,3.5
155,1528,1
601,6364,3.5
15,7485,3
471,2532,4.5
520,734,5
519,8864,3.5
559,833,4
406,5018,4.5
238,322,4.5
386,742,4
452,2764,2.5
479,3804,4
405,813,3.5
388,1693,3
421,528,3
358,1508,5
283,3375,5
586,233,3
285,66,4
288,101,5
195,958,4
41,3462,4
603,649,5
195,407,4
176,8023,1
151,164,3
199,2233,4.5
378,7186,4.5
453,1162,3
550,1310,2
552,322,1
97,3861,3.5
240,5530,3
232,2780,4
475,1025,5
505,5295,3.5
607,335,3.5
518,1530,4
136,528,4
574,6712,3
15,8920,4
596,3199,1
442,6241,2.5
36,495,3
481,8907,4.5
275,4760,5
95,2180,3
599,7175,4.5
624,5610,2.5
136,5612,4
73,8614,4
512,2861,5
427,3514,4
664,66,3.5
77,4847,3.5
118,523,5
598,2274,3
152,1018,3.5
313,5580,3.5
83,1210,5
388,2336,3
577,1642,4.5
303,1056,4.5
4,1037,5
48,1029,3.5
273,7251,4.5
597,2134,3
271,958,4.5
30,3695,2
537,423,3
654,2339,4.5
519,6307,5
219,38,4
456,967,4.5
353,2507,3
15,8745,1
518,587,3
654,1709,4
120,2819,4
518,1095,4
212,963,3.5
541,2553,3
624,6867,1.5
311,954,3
563,5904,4.5
242,1522,5
122,475,4
126,33,3
378,7485,3
119,2764,4
587,1282,4
232,876,5
558,3041,3
537,402,4
665,1456,3
195,1661,1
132,7147,4.5
288,335,5
15,4228,1.5
471,5610,3.5
412,3059,5
544,46,5
518,1523,5
452,3399,3
220,842,3
156,6983,5
650,85,3
468,5377,3
623,4582,3.5
88,310,2
416,208,4
447,140,3
577,295,4
30,977,5
353,3846,3.5
664,7233,4.5
102,2983,5
596,1225,3
587,5466,4
472,4403,3
191,305,4
564,1553,3
283,4006,4.5
381,536,1
15,525,4
436,1516,4
402,329,4
564,346,4
596,931,3
212,817,2
452,905,3
236,10,3
133,2341,2
56,1061,2
102,751,5
582,2612,3.5
164,2289,4
457,7638,4.5
561,1130,3
431,165,2.5
607,10,3.5
15,8192,3
118,676,4
233,122,3
648,881,4
564,2425,5
457,2083,3.5
388,4692,4.5
562,2161,4.5
133,6449,1
242,651,4
388,867,5
120,1295,4
380,6728,3.5
201,4369,4
344,1121,4
239,1335,5
463,1001,4
346,5211,4.5
539,1103,5
380,619,1
441,4697,3.5
529,2988,3
165,253,3.5
463,1907,5
626,1476,2
130,1575,2
520,424,3.5
457,1574,2
596,2213,4.5
608,1848,4
654,3921,4
355,3922,3.5
380,1258,4
294,233,4
93,1353,4
216,1777,4.5
407,124,4
295,1473,4
81,456,3
58,1481,4
654,659,4.5
447,209,3
411,285,5
388,3202,3
492,1286,2
285,1220,4
76,737,4
210,341,2.5
72,3855,3.5
636,64,4
358,2174,3
4,833,5
134,3368,5
358,2527,3
15,2139,4
605,1128,1
344,324,3
574,2373,3
232,1576,3
559,88,4
403,1016,4
461,2532,3.5
9,2104,3
662,382,3
564,2787,4
151,267,5
592,2997,4
500,1700,3
665,487,3
564,1301,3
15,3269,3
537,937,4
654,1295,4.5
138,6893,4
306,1510,4
564,3060,4
77,6230,4
23,526,4.5
6,529,4
119,2464,4
452,1961,3.5
376,986,4
157,1811,4.5
56,2610,4
109,3034,3.5
479,2148,4
121,269,4
597,971,5
615,7502,3.5
288,204,4
270,6535,4.5
544,916,4
251,7925,4
547,2342,4
284,1132,5
388,6447,4
150,133,3
19,1016,5
294,2399,3.5
584,6382,5
130,1698,4
150,4989,2.5
212,5096,1
183,3055,1
213,4170,3.5
267,6447,4.5
48,5131,3
452,1984,2
533,479,4
577,4408,5
405,322,5
118,1115,4
575,697,4
461,526,5
457,1922,2
168,263,3
602,202,4
46,7866,5
157,6027,4
73,7187,4
232,942,5
476,2169,3
546,5904,5
475,8164,4
584,6711,1.5
61,6517,4.5
450,473,4.5
48,6833,3.5
38,8256,4.5
212,1368,3.5
177,344,3
408,963,5
370,2095,4
373,314,4
56,2341,4
73,4001,3
547,3257,4
547,3318,2
505,1508,3.5
97,4368,2.5
294,884,3
299,5800,5
585,1756,5
328,1698,3
119,1356,3
42,145,3.5
130,133,0.5
546,5069,3
384,133,3
477,1344,1
56,2289,5
73,423,3.5
356,124,3
358,2819,3
176,4553,3
300,2861,4.5
383,123,3
134,1130,4.5
236,1732,3.5
48,7966,2.5
468,1744,2.5
152,185,1.5
373,1334,4
564,1602,3
20,428,3
169,3034,5
381,1976,3
285,1937,2
31,473,5
423,1002,3.5
384,2397,4
85,315,5
547,5413,2.5
188,59,3
73,448,3.5
195,2836,3
574,3229,3.5
547,6693,3
468,2121,3.5
57,1260,3
510,884,1
16,1575,4
294,5118,4
362,6274,2
537,504,5
509,3183,2
405,1574,2.5
616,442,3
480,1517,4.5
232,358,3
212,3094,1.5
422,3195,2
88,1332,3
602,219,4
220,391,2
15,6137,3.5
610,7005,4
654,1984,4.5
220,2850,3
547,4571,1.5
408,1717,4
119,841,4
165,4100,0.5
596,267,5
220,725,4
378,1040,3.5
569,724,3
4,889,5
431,1567,0.5
521,1474,3
88,7264,4.5
97,5394,3.5
298,536,5
240,4795,4
518,2288,3
578,322,2
220,1524,4
468,1772,3
285,2615,2
596,1937,4
427,4136,2
195,2570,3
404,1254,4
665,404,3
510,1031,4
358,1792,2
412,2823,2
437,267,5
564,1581,5
471,1087,2.5
472,2190,3
380,650,2
417,3420,4.5
607,1669,3
6,153,2
641,536,4
584,6679,3
102,2535,5
615,881,4
130,4100,4
264,390,5
212,1353,4.5
312,618,4
493,47,2
130,2459,4
91,473,5
595,1642,3
580,889,4
468,2104,2
33,1977,4
201,5530,4
449,329,4
275,6134,4.5
387,696,5
245,2701,5
487,530,4
345,2644,4
262,4282,2.5
311,3400,3.5
