userId,movieId,rating
553,7456,2
452,4420,3
547,3496,5
481,8906,5
169,5012,4.5
237,283,2
547,4719,4
99,417,3
608,970,5
130,10,3.5
21,46,4
105,1478,4
102,745,5
423,7512,4.5
282,5132,2.5
602,259,3
294,1371,2.5
505,6486,3.5
242,1050,4
287,9020,5
303,1043,4
587,4095,4.5
567,746,4
655,18,4
529,2986,3
408,1391,5
187,6255,1.5
349,2658,4
405,3513,5
525,892,3
446,4136,4
63,525,5
48,3224,3.5
48,7705,4
564,516,4
28,2134,4
330,1007,3
63,1252,4
363,568,3
457,4925,2
195,1831,3
163,6766,3.5
143,1847,5
165,3001,2
101,967,4.5
428,3001,3
518,1639,4
371,3872,4.5
547,6530,4.5
505,428,3
509,188,4
23,6297,3.5
564,1875,4
615,8538,2
43,204,3
15,3291,3
608,909,3
94,4687,3.5
118,1574,5
361,1101,5
73,8684,0.5
596,3388,5
472,4051,4
30,470,2
394,145,4
456,7263,1.5
128,1854,5
17,5294,3.5
394,4815,0.5
468,5456,4
407,6520,4.5
500,5031,2.5
646,385,4
558,579,5
62,8745,5
342,1696,4
56,3602,4
72,285,4
391,268,3
75,2005,4
384,1616,2.5
500,495,3
561,1252,4
405,3365,4.5
219,1939,3
388,2620,4
460,987,3.5
529,456,3
358,321,2
111,3631,4
447,264,3
587,49,4.5
564,1538,3
547,5486,3.5
654,6362,4
509,2363,3
447,522,3
73,872,4.5
342,725,4
212,3421,4.5
249,523,4
605,379,3
319,123,5
23,745,5
119,1723,3
199,8157,4
547,8068,3
398,1729,3
176,7664,2.5
311,1477,5
488,7437,4.5
396,185,3
624,2236,5
671,49,4.5
519,299,4
187,7054,5
405,2236,2.5
384,6315,3.5
547,939,4.5
285,2777,4
473,1225,5
311,3224,4
295,528,4
124,4122,2.5
580,1088,3.5
30,527,3
220,881,4
96,745,5
624,1119,3
188,345,5
119,3140,3
128,3186,4
472,1516,5
124,264,4.5
56,1007,4
664,5382,3
118,2155,5
20,1002,1
658,2174,5
358,2481,3
358,1200,4
509,5606,3
624,4124,2
518,1770,3
553,6709,3.5
165,4184,2.5
73,2993,3.5
247,364,3
564,212,5
646,645,5
562,643,4
580,979,4.5
232,1789,3
232,682,5
119,522,4
200,164,2
547,2482,5
56,1002,2
457,19,1.5
518,1306,4
52,4445,1
371,101,4.5
3,1119,4
95,2415,4
419,1361,2.5
561,1575,3.5
121,38,4
133,7905,2.5
51,2180,5
327,3220,3.5
426,4685,3
15,4705,3
433,5926,5
575,3751,4
306,1693,2
218,4866,4
500,6633,2
114,525,3
61,4593,5
624,8032,3
345,2070,4.5
278,3329,3
16,1353,5
624,1487,4
431,2063,4.5
481,2479,5
463,737,4
262,5934,1
201,536,4
191,524,4
388,1001,5
283,910,3
431,6241,4.5
509,1907,5
378,1013,4
292,59,4
125,267,5
547,1022,5
222,2057,5
568,322,1
405,3790,4.5
22,3282,4
659,505,3
235,600,4
537,526,4
452,5605,2
311,890,2
564,66,2
380,7668,3.5
58,982,5
534,2262,4
313,5581,5
85,499,3
430,323,4
241,161,3
222,2670,4
458,995,3.5
480,49,4.5
615,1360,3.5
241,33,4
388,1022,4.5
268,305,3.5
452,1927,1
116,285,4.5
480,1865,5
562,6113,2.5
23,2770,3
94,3214,3
213,7359,4
311,945,0.5
654,1685,4.5
187,6620,4
353,5396,0.5
127,345,4
104,7195,4
408,423,5
105,2798,2
457,6115,1.5
73,6291,2.5
105,274,2
292,234,4
306,1727,4
262,963,4
420,32,4
213,7391,4
615,7202,3
564,129,5
195,2115,2
587,3053,4
205,2339,4.5
128,322,5
165,5612,3
564,2591,3
239,2118,3
496,423,4
472,734,5
564,2805,4
294,2971,4
56,1604,2
302,525,3
648,4442,4
548,275,3
408,1143,4
388,3423,3
384,3368,4
86,234,3
384,6773,3.5
665,1394,4
620,741,4
597,1135,4
339,4362,4.5
408,1814,2
154,7,3
353,623,2.5
514,649,2
107,2162,0.5
539,1582,3
664,8306,3.5
242,745,5
521,49,4.5
262,1545,3
213,7203,3
285,1653,2
624,6420,2
242,2082,5
460,1583,5
519,3602,4.5
564,42,4
353,1574,3
518,2501,3
625,7552,5
547,7918,4
380,4082,4
324,7832,3.5
139,2491,4
227,1896,2
514,876,4
305,603,1
38,8404,4.5
56,4114,4
205,6957,3.5
616,25,4
358,385,2
544,4666,4
96,727,5
426,5989,2
648,7009,5
128,2333,3
20,917,5
614,1103,2
346,1432,1
292,4413,3.5
564,2980,4
383,341,3
85,164,3
227,1849,5
169,5010,3.5
77,3804,4
105,3670,4
580,2720,2.5
262,7821,2
152,1487,4
502,867,3
232,979,5
309,311,2.5
564,2329,5
587,4115,4
23,2184,4.5
475,5628,2.5
380,7564,3.5
285,1959,2
295,322,4.5
165,4847,5
597,2219,4
597,33,5
596,2341,1
574,2038,4.5
78,448,4
53,1907,4
358,1145,3
388,226,3
500,5432,3.5
88,143,3
309,2532,4
130,1020,4.5
68,2225,3.5
493,456,4
564,350,4
558,3462,5
157,2289,4
509,2142,3
30,2319,4
529,2966,4
457,339,1
620,6364,4
294,2765,3.5
475,5535,0.5
475,7966,3.5
154,603,3
105,3861,3.5
587,3972,4
138,959,4
294,1655,3
472,2349,4
308,362,3
57,1479,5
437,528,5
418,6041,5
192,335,3
550,524,5
430,4904,4.5
213,4100,2.5
312,901,3
558,3029,5
48,7389,4.5
346,1530,4
452,4018,2
654,233,5
542,8682,4.5
624,3032,3
427,2335,5
529,1638,4
5,530,5
17,1316,5
353,5562,2.5
624,7666,2.5
355,1295,4.5
119,1481,3
48,944,4
656,2214,5
294,1106,4
509,484,3
367,810,3
373,1813,4
213,4484,3
189,2683,2
466,734,5
66,2289,4
236,2190,4
608,269,4
337,1090,2
654,1346,4.5
564,1890,2
501,5977,4
176,495,2.5
56,102,4
150,2180,2.5
544,25,5
30,2726,4
540,5523,4.5
380,2780,4
119,653,4
355,322,5
232,316,5
381,322,3
232,372,2
593,303,3
240,1033,4
531,1649,3
130,3461,2
412,1225,2
151,46,5
547,2160,1.5
321,1630,3
457,5476,2.5
94,1524,4
246,1939,4
461,384,1.5
467,1901,3
200,5570,4.5
486,5570,4
547,4926,4.5
486,8669,3
303,1822,4.5
105,4138,4
312,1132,2
268,1864,3
77,2959,3.5
212,5142,3.5
250,696,5
157,1252,2.5
418,884,3
311,2057,3.5
370,955,4.5
98,322,4.5
656,1394,5
371,6368,4.5
547,9034,3
406,3827,4
452,2938,4
442,407,4.5
463,3240,3
261,103,0.5
587,5442,3.5
25,643,4
478,8901,4
30,4103,2
664,979,3.5
22,233,4
187,3474,4
396,557,3
311,5411,2.5
262,3368,3
447,102,3
57,1568,3
368,526,4
345,5968,4.5
412,1687,2
624,7658,0.5
489,24,3
382,7,5
346,5533,5
461,504,2.5
597,1513,4
548,551,4
262,986,3
537,738,5
59,1844,4
388,1349,3
294,3250,3
31,4687,3.5
472,3804,5
547,2070,4.5
598,3214,4
343,700,4
93,5018,5
505,2832,3.5
15,3686,3
597,1591,4
408,1632,4
176,6825,3.5
176,2410,4.5
572,6898,3.5
564,2708,4
242,1795,5
95,154,2
320,8508,4
623,5117,4.5
165,4398,4
460,1729,4
254,333,3
64,524,5
644,2213,3
240,4136,4.5
149,5117,3.5
451,197,1
190,2005,4
250,7745,4
481,6725,5
547,8564,2
59,913,4
605,191,3
94,285,5
479,7595,4.5
236,2184,4
481,4359,1
73,9023,4
645,2399,4.5
391,935,5
262,4419,3
312,867,3
607,315,4
215,734,5
294,4122,4
30,245,4
509,1347,4
175,2063,5
240,757,4
268,335,3
313,1935,3
571,3698,2.5
596,1092,2.5
313,1254,4
143,1456,4
56,8385,4
177,1591,4
348,2933,1
22,6002,4.5
596,2250,3
195,296,1
91,8593,4.5
570,7557,4.5
294,1643,3.5
437,345,4
547,4956,3.5
213,8749,4
91,335,4.5
486,233,5
247,490,2
547,2386,3
313,3217,2
545,1422,4
486,7832,2.5
119,1007,4
655,332,4
461,3800,3
58,1692,4
286,2264,3
665,3299,3
490,88,4
346,2993,5
464,175,4
549,978,5
472,2364,4
592,3114,4
388,2148,4
518,2250,4
94,319,3
472,1289,5
221,2115,3.5
73,6137,2
311,2443,3.5
606,7182,3
306,7,2
596,4872,2.5
384,5107,3
187,5968,4
452,3706,0.5
500,6685,2
481,4220,5
250,6999,4
388,2257,3
90,123,3
5,1061,4
358,2370,1
463,25,3
175,3183,2
234,322,4
517,19,3
624,4702,2
547,8839,3.5
61,5394,0.5
547,5695,2
219,2405,4
365,826,5
48,8551,3.5
120,3855,0.5
300,845,3.5
213,1079,2
481,6152,5
527,32,3.5
482,2200,3
268,145,3.5
268,1844,2.5
486,6983,2.5
132,7341,5
595,2,2
534,173,2
105,2603,3
509,348,3
624,5612,4.5
100,651,3
569,1519,3
636,30,4
580,956,3.5
402,8665,4
618,965,5
388,2392,2
472,1399,3
73,4847,4.5
384,6656,2
205,7009,3.5
473,5082,5
388,576,4
134,2367,4.5
664,7190,4
108,332,3
169,6177,5
242,1289,5
151,428,5
629,24,1
199,7794,4
305,313,4
105,4108,4
294,5636,3.5
23,101,3.5
23,209,4.5
274,1333,3
34,3129,4
505,2361,4
299,3725,4
91,3804,5
468,7316,4
228,8323,3
468,1557,2.5
199,7762,3.5
358,2059,3
73,2373,2.5
268,1646,4
333,8383,4.5
213,1025,3
547,5140,5
547,3857,4
328,759,2.5
480,6207,4.5
518,259,4
130,239,2.5
297,6484,2
641,225,4
522,3856,2.5
509,4872,4
50,645,4
21,1036,4
339,6137,3.5
423,2443,2.5
150,676,3.5
128,3203,5
608,1811,5
102,906,4
311,1565,3
624,1891,2
268,7648,4
15,4737,3.5
605,2576,3
268,1217,3
587,964,4
388,6213,2.5
177,1616,3
402,6957,4.5
243,2861,4.5
22,2437,4
125,4603,4
118,1481,4
22,1574,3.5
452,101,4
310,3269,2.5
258,2836,4
30,885,1
550,956,5
564,2079,5
564,1925,3
85,544,4
388,97,2
5,522,3.5
68,5709,3.5
353,6819,2.5
30,4088,4
418,5102,3.5
656,3227,4
375,524,3
73,8378,4.5
91,8367,4.5
468,2603,3
514,85,4
346,3291,5
417,141,3.5
549,3221,2.5
270,7597,3.5
359,5483,4.5
68,643,2.5
599,5618,4
217,649,3.5
265,2991,3
19,1046,3
547,4249,3.5
428,963,5
10,1459,2
255,4428,4.5
408,1883,1
344,374,2
263,524,4
23,961,4.5
452,4148,4
262,332,2
102,885,3
86,509,3
76,3428,4.5
319,385,2
130,3811,4
103,46,4.5
218,5903,4
652,1473,4
311,1989,2
274,1795,2
423,730,4
368,2554,5
171,2174,3
15,345,4
624,5260,4.5
254,129,4
655,1934,4
348,1103,5
126,333,4
384,6486,2.5
388,1263,3
288,283,5
483,5142,1
624,6207,4.5
521,299,3.5
297,2161,4.5
418,1310,3.5
189,2070,5
216,5013,5
452,2007,1.5
134,428,5
576,2196,4
607,448,2.5
270,4603,2.5
262,8101,3
426,264,4.5
254,689,4
190,2083,4
452,2954,3.5
212,892,3
624,9050,1.5
362,5943,3.5
242,2166,4
524,5570,5
188,284,3
150,4136,0.5
381,326,3
262,6541,2.5
353,88,2.5
199,3586,3.5
665,32,4
547,4878,4
547,7636,4
452,2196,4
547,5682,2.5
15,8053,1.5
212,1993,3.5
531,6842,2
201,1931,3
118,1856,5
38,8436,4
152,88,3.5
509,277,4
355,283,4
624,8189,1.5
505,2405,2.5
471,342,2.5
355,5117,4.5
152,841,3.5
19,905,3
613,2063,4
558,730,5
548,21,3
654,4032,4.5
30,900,4
163,1423,3.5
59,2289,4
468,6,3.5
384,6825,4
518,365,3
150,2,3
228,345,2.5
409,577,5
292,164,3
102,2935,4
357,138,3
36,485,3
388,1323,4
190,2720,4
624,5968,4.5
444,1692,1
15,5124,1.5
165,2174,3.5
385,390,4
15,7832,4.5
628,4228,3
584,1013,3
263,4740,4
104,7866,4.5
405,3756,3.5
15,2426,3
452,1778,3
481,2213,4.5
236,772,4.5
518,311,4
665,2647,5
172,123,3
487,11,4
475,954,5
346,4687,4
130,981,5
239,137,4
624,8245,1.5
23,991,1.5
232,1728,5
405,2341,1.5
245,1316,4
119,952,5
560,1816,4
452,5104,3.5
237,345,2.5
474,528,5
311,531,2
584,6686,3.5
48,6796,3
157,10,3.5
61,6831,3
667,568,4
561,6414,4
608,2623,4
270,7149,3.5
131,1931,3
587,4217,4
345,4847,5
56,264,4
212,2157,3.5
213,2584,3.5
564,3213,1
461,643,4
105,469,3.5
624,6580,4
48,7500,1.5
529,5741,4
452,44,3
363,862,2
547,5827,4
60,1676,3.5
165,4122,2
48,1816,3
88,1001,5
511,55,5
652,7231,3
30,1744,3
624,8511,1.5
268,4598,3.5
466,690,4
254,181,3
213,2823,2
390,708,1
580,1036,4
602,398,3
231,2833,3
587,1515,5
130,1678,3.5
563,6012,3.5
423,3200,3.5
168,242,4
271,1058,3
24,76,4
93,1001,3.5
220,671,3
294,3189,2.5
563,913,4.5
574,6364,4
213,3921,4
502,175,4
600,7649,5
624,3896,3
122,238,3
311,3286,3.5
518,1356,3
596,4682,2
472,2552,3
624,2501,3
548,203,3
620,7537,3
564,2689,4
649,316,5
418,5130,3.5
77,2339,3.5
101,1795,3.5
213,7555,4
547,5672,4
452,1375,5
482,2110,5
99,942,3
294,4973,4
468,2482,3.5
624,6117,4
371,2063,5
442,1252,0.5
247,1163,4
626,2086,2
520,990,5
294,2072,3.5
418,4598,3.5
574,6825,4.5
212,4156,3
240,3646,4.5
345,2005,4
442,1200,4.5
119,226,2
17,2666,4
81,102,4
627,5610,4.5
263,2952,3.5
63,3114,4
646,1651,5
597,1574,3
49,1130,3
220,1147,4
624,4580,3.5
187,5018,1
446,4392,4.5
452,1240,4
452,989,5
624,2405,4.5
260,3872,2.5
475,8517,2
103,5338,4
457,8506,2.5
306,1013,4
287,3193,4
175,3318,4
564,1144,3
457,1516,3.5
639,295,3
461,1963,4
11,8087,4
609,3618,1
522,4857,3
111,995,4.5
480,6965,4.5
21,525,3
564,2403,3
427,3174,4
30,3024,4
568,428,5
64,130,3
11,4256,3
294,3557,2.5
30,1516,4
306,2114,4
23,2724,1.5
608,1482,4
481,8120,5
627,3229,3
394,525,3.5
472,3783,4
475,8402,1
89,6425,5
92,475,3
125,7009,5
21,322,4
452,222,3
225,525,3
665,2823,4
15,5149,3.5
605,2956,3
95,3551,4
56,1331,4
562,2095,3.5
219,2304,1
428,959,4.5
15,285,2
553,954,5
508,342,4
358,961,5
620,8186,3
61,4874,3
364,8864,5
371,4603,3.5
56,4392,4
200,6030,2.5
20,726,3
152,6817,4
246,1591,4
316,7391,4
468,732,4
150,152,1
294,6380,3.5
540,3368,4
624,8129,2.5
130,1188,3.5
623,428,4
502,73,4
268,774,5
43,1362,1
42,7794,4
311,5438,4
408,1474,5
608,10,3
547,7534,3
426,5382,4.5
150,2906,2.5
15,130,3
33,945,5
599,7595,4
427,7149,0.5
165,2134,2
391,313,4
547,7863,4
311,2807,4
213,8200,2.5
283,3197,2
475,3415,3.5
173,1220,4
75,467,3
609,579,1
365,6279,4.5
119,691,1
195,97,1
613,5018,4.5
361,1141,3
283,6194,2.5
414,3855,5
117,5968,5
649,32,4
509,245,4.5
373,952,5
433,7648,3.5
129,3002,3
333,6336,3.5
334,8589,4.5
384,5169,3
460,2417,3.5
380,6177,4.5
564,999,5
461,33,3.5
128,4351,1
285,1173,4
353,4236,3
117,2149,3
481,4857,1
466,2553,2
78,1112,4
94,1025,4
373,994,4
18,85,3
358,903,3
522,8051,2
102,102,5
564,1717,4
587,4045,4
90,1190,4
585,2439,5
102,639,4
156,7503,0.5
637,2364,5
21,1014,4
142,1209,2
405,1115,4
38,8347,4
522,3781,2.5
15,337,3
306,1921,3
73,8319,2.5
447,250,3
564,2998,4
337,1716,1
510,999,5
137,345,5
509,5070,0.5
358,1310,4
452,536,5
466,47,3
625,1360,3.5
412,3318,3
105,694,2.5
105,2821,3
165,2165,3.5
409,34,4
559,1360,5
15,3869,1.5
250,7100,4
497,2242,3
505,3588,3.5
547,102,5
41,2779,4
235,1531,4
473,4603,5
322,3187,3
615,6382,2.5
294,4278,3
287,1620,4.5
407,2004,5
205,6921,4
306,659,2
603,528,5
494,5968,4
22,153,1.5
240,772,4.5
514,894,5
232,1978,3
509,692,3
317,204,3
72,8367,3.5
547,6850,4
543,536,5
596,2336,3.5
15,1487,4.5
212,636,2.5
595,480,5
580,6782,4
419,3124,3
22,2399,4
186,3420,4
564,1646,5
338,98,3
667,199,3
534,1935,3
30,2700,2
328,2438,3
95,807,4
390,643,2
468,3489,2.5
73,1898,3.5
15,3026,4
205,6171,2.5
292,755,4.5
370,2161,4
371,5194,4.5
294,3226,2.5
292,4959,4
4,732,4
539,1864,4
149,5433,3.5
200,7888,4
472,2379,3
568,285,5
73,4270,4
105,1109,2.5
242,1902,5
43,2809,4
475,6560,3
587,5460,4
466,635,4
457,44,3
232,724,4
587,4082,2.5
219,1368,5
518,2443,4
187,6927,5
431,6364,5
262,8370,3.5
541,745,3
308,1092,3
177,1420,5
238,8405,4
483,8655,4
56,2535,2
522,6991,2.5
577,734,5
561,342,3
168,452,2
596,5592,3
212,4385,1.5
605,2495,3
558,3033,5
297,4228,4.5
382,7649,5
240,4414,4.5
564,2917,3
195,1282,4
207,732,0.5
219,2906,4
15,989,3
154,568,5
452,220,3
102,480,4
564,2688,5
228,1984,5
561,208,5
262,522,2
382,2182,2
624,120,2
213,8492,3.5
268,1407,3.5
457,1956,1.5
295,1225,3.5
534,616,5
665,400,4
387,2653,4
518,1220,4
383,233,5
641,833,4
461,1477,4.5
102,2880,4
96,1039,5
324,1353,3.5
212,6032,1
408,881,5
106,1,4
620,3229,3
461,2553,3
407,3114,4
91,7557,4
116,2375,2
358,1122,3
20,522,3.5
73,4836,3.5
273,3034,5
386,31,2
128,551,5
620,7251,4
547,3376,3
262,4302,2.5
501,4392,4
273,8508,3.5
299,7816,3.5
110,345,5
73,1095,3
464,145,4
48,3883,4
299,7220,3
452,3124,5
493,1286,4
292,860,4
236,938,5
6,5018,5
380,7649,4
547,8198,4
355,6921,4.5
199,4606,3.5
352,267,4
547,3358,3.5
199,7535,4
452,1691,5
172,269,4
373,1033,3
615,7925,2.5
598,3250,3
150,3369,2.5
585,1033,5
66,956,5
481,4879,3
321,1,3
596,5530,4
564,2192,4
345,2861,2
426,3512,1
373,407,4
255,3224,3
577,4165,4
283,5972,5
250,6292,4.5
636,504,4
213,5393,1.5
395,1115,4
615,467,4
102,2685,4
628,29,4
665,267,4
472,1588,3
286,2278,3
73,565,2.5
380,1476,3
380,1622,3
5,1002,4
664,957,3.5
564,874,4
369,255,4
632,2011,3.5
520,967,4
57,965,3
131,3193,2
287,329,4.5
269,1295,4
345,952,5
509,3185,1
547,1411,4
308,622,4
564,1027,4
311,1008,2
15,2539,1
607,4052,4
110,407,5
141,1235,3
654,15,2
94,7389,4
120,97,5
213,6924,4
41,1225,4
309,5158,4.5
587,735,5
564,1235,2
564,1978,1
501,4144,3.5
584,526,5
564,136,5
268,2165,4.5
53,2178,1
212,3206,3
301,1691,5
555,332,3
514,643,5
460,917,4.5
262,2095,2
165,6035,1
172,456,4
457,1531,3.5
224,417,4
247,2038,3
28,858,5
358,1703,4
73,1616,3.5
519,872,5
388,4257,4.5
255,6377,5
165,3057,1.5
599,917,1.5
77,5124,4
320,5972,4
200,3541,2.5
311,5540,2.5
232,2397,5
177,2,5
102,656,3
17,4945,2.5
270,4392,5
311,6,4
461,1286,2.5
472,950,4
418,5580,4.5
56,5388,4
2,433,3
522,1282,3.5
353,1109,1.5
345,4413,3.5
616,17,3
370,1712,2
303,2039,4.5
216,2375,5
654,1531,4.5
26,6981,5
580,2134,4
152,4872,4.5
547,5103,4
178,2438,4
95,1536,3
501,7365,1.5
462,390,2
580,2666,4.5
537,130,4
389,226,2
303,1907,3.5
547,1789,1
547,8185,3
490,649,4
111,1506,3.5
497,1917,4
148,1641,4.5
358,1442,1
412,335,3
600,4228,4.5
73,8088,2.5
61,6536,5
577,1517,5
607,259,4
294,5486,4
78,526,4.5
353,958,3.5
524,825,5
292,1210,4
159,2497,2.5
509,1475,4
510,932,5
171,1217,4
384,4582,4
213,6769,2.5
598,2376,2
644,1729,4
294,5473,3.5
112,123,4
453,2744,3
627,1013,3.5
212,5486,4
311,1394,4.5
608,974,4
608,1258,3
285,649,1
630,734,5
532,2063,4.5
442,6130,4.5
654,1235,3.5
542,7213,5
342,2507,4
239,3098,3
408,1621,2
61,1531,5
570,3420,1.5
514,385,3
669,2177,2
358,1513,5
605,2835,5
558,2533,4
69,1770,4.5
371,4000,4
86,113,3
426,1360,4
427,1282,4
518,2500,5
306,1580,3
165,304,2
292,1046,4
586,285,4
199,7099,3.5
475,7297,3
505,524,3
48,6087,4.5
306,931,3
570,5436,3.5
119,1922,2
295,6069,2
398,955,5
247,145,4
187,5165,3
217,1729,2.5
257,4162,5
236,1508,4.5
457,3917,2
88,3421,3
647,1802,3
535,392,3
353,204,2.5
503,954,4
453,1591,3
457,3556,2.5
418,46,3.5
387,2933,4
313,5026,3
188,138,3
350,2532,4
313,858,3.5
461,462,3.5
128,57,3
157,7389,3.5
345,5625,4
537,759,5
547,745,5
30,526,4
282,1564,4
620,8004,4
314,6607,2.5
307,3855,5
654,5025,4.5
89,995,4.5
111,4099,4
417,4414,0.5
174,3001,3
483,8750,5
41,2773,4
362,6580,3
472,3985,4
138,4428,3
536,46,4
124,3855,4
19,305,4
381,676,4
553,6563,4
598,66,2
536,44,3
157,1932,2.5
289,3128,5
189,2645,1
654,6277,5
150,3582,2.5
472,3505,4
15,7315,3
460,1174,4
48,6502,3.5
358,1935,3
547,661,2
212,5204,3.5
542,4313,4
463,4136,2
212,3381,4
607,4485,2.5
213,7226,2.5
306,674,4
564,908,5
475,6382,3
88,3804,4
382,6454,4
560,2289,4
569,727,5
424,623,4.5
471,6335,3
624,3174,4
78,645,4
185,1,5
121,238,5
607,46,4
105,3240,3.5
242,1630,5
542,2909,2.5
580,544,3.5
481,5142,5
472,2957,4.5
73,6269,3
358,1895,4
452,3194,5
572,5968,3
625,3800,4
119,2132,5
502,35,5
325,2443,3
605,1210,2
646,231,4
306,1230,4
121,11,4
83,1870,4
378,627,4
41,1344,4
615,2632,3.5
471,1517,4.5
382,3059,2.5
128,3420,5
597,2130,4
628,955,1.5
547,8674,2.5
580,2083,4
468,1036,4
547,942,4.5
212,7059,3.5
212,4355,2.5
363,1581,4
346,1569,4
145,528,4
412,3381,4
232,1518,3
452,196,4
19,384,3
285,233,5
294,872,3
88,5486,4
157,841,3
199,2397,4
49,1616,2
648,7427,4
239,2237,3
92,181,4
547,3434,2
582,527,4
370,2532,5
509,732,3
375,525,4
13,1,5
396,138,3
134,4100,4
575,2199,3
471,4156,4
375,145,3
182,303,2
468,2341,3.5
182,471,5
509,1585,4
558,3188,5
63,382,4
294,2647,4
224,188,5
531,529,3.5
73,4739,4
626,956,4
234,6722,3
15,35,1
593,88,4
15,7227,1
346,3862,5
255,581,4
561,827,1
200,8367,3.5
358,209,4
518,7,3
407,3885,5
386,2507,3
52,1852,1
583,285,5
388,4792,4.5
12,2720,4
385,462,4
652,8939,5
192,239,5
95,1068,2
439,1821,3
57,1095,5
41,1066,4
150,1240,3.5
327,2637,4.5
525,1569,3
358,1786,2
15,8926,2.5
105,2095,3.5
564,806,3
529,2366,3
399,323,4
313,1143,3
426,6825,3.5
49,1042,5
345,1005,5
48,4859,3
608,526,5
388,3744,4
626,1546,4
431,3431,5
240,3846,4
353,5620,2
547,6390,3.5
355,995,4
439,3114,3
294,1924,4.5
560,1844,4
564,2444,4
77,2148,4
44,551,3
157,5628,2
45,5727,5
9,536,5
206,1046,4
128,2180,2
353,1867,3
95,1680,5
49,1925,3
575,2095,2
34,1560,5
240,4983,5
544,2170,4.5
358,2001,1
624,4606,3
580,6279,3.5
463,1537,3
380,1132,4
577,1811,5
198,4311,1
416,122,3
595,2886,2
475,3026,2
388,1360,4
210,33,2.5
652,7705,3
264,1777,5
626,2219,5
564,674,4
639,382,3
303,881,5
278,3326,3
60,976,4.5
124,4605,4.5
350,2339,3
456,4605,3.5
220,1487,2
262,1087,2.5
240,3855,4.5
23,1209,1.5
494,956,4
624,8647,1.5
575,2443,1
187,1143,3.5
407,4121,3
427,732,5
15,8303,2.5
81,2479,4
212,185,1
105,4666,3.5
439,3887,5
458,329,4
422,1353,4
73,220,4
10,967,4
380,967,4
509,2341,3
547,817,3.5
262,3037,2
654,2117,3.5
475,2150,3
22,1117,4
313,3763,3
214,3003,3
564,499,5
649,323,3
547,6994,4
86,68,4
290,102,4
72,46,3.5
664,8284,3.5
